team,team_id,season_id,shirt_number,player_name,player_id,position,age,nationalities,contract_until,market_value,market_value_eur,player_url,market_value_percentile_within_team
SV Elversberg,64,2026,28.0,Tim Boss,85534,Goalkeeper,33,Germany,30/06/2027,€200k,200000.0,https://www.transfermarkt.com/tim-boss/profil/spieler/85534,8.93
SV Elversberg,64,2026,1.0,Frank Lehmann,44536,Goalkeeper,37,Germany,30/06/2027,€100k,100000.0,https://www.transfermarkt.com/frank-lehmann/profil/spieler/44536,3.57
SV Elversberg,64,2026,12.0,Elias Etringer,1159486,Goalkeeper,18,Germany,30/06/2029,-,,https://www.transfermarkt.com/elias-etringer/profil/spieler/1159486,
TSG Hoffenheim,533,2026,11.0,Fisnik Asllani,524290,Centre-Forward,24,Kosovo|Germany,30/06/2029,€35.00m,35000000.0,https://www.transfermarkt.com/fisnik-asllani/profil/spieler/524290,100.0
TSG Hoffenheim,533,2026,7.0,Leon Avdullahu,667457,Defensive Midfield,22,Kosovo|Switzerland,30/06/2031,€30.00m,30000000.0,https://www.transfermarkt.com/leon-avdullahu/profil/spieler/667457,96.67
TSG Hoffenheim,533,2026,17.0,Nathan De Cat,1105541,Central Midfield,18,Belgium,30/06/2031,€27.00m,27000000.0,https://www.transfermarkt.com/nathan-de-cat/profil/spieler/1105541,93.33
TSG Hoffenheim,533,2026,21.0,Albian Hajdari,579459,Centre-Back,23,Kosovo|Switzerland,30/06/2031,€25.00m,25000000.0,https://www.transfermarkt.com/albian-hajdari/profil/spieler/579459,90.0
TSG Hoffenheim,533,2026,18.0,Wouter Burger,412953,Defensive Midfield,25,Netherlands,,€20.00m,20000000.0,https://www.transfermarkt.com/wouter-burger/profil/spieler/412953,86.67
TSG Hoffenheim,533,2026,19.0,Tim Lemperle,553285,Centre-Forward,24,Germany,30/06/2031,€17.00m,17000000.0,https://www.transfermarkt.com/tim-lemperle/profil/spieler/553285,83.33
TSG Hoffenheim,533,2026,5.0,Ozan Kabak,361260,Centre-Back,26,Türkiye|Germany,30/06/2030,€15.00m,15000000.0,https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260,80.0
TSG Hoffenheim,533,2026,39.0,Mats Rots,983677,Left-Back,20,Netherlands,30/06/2031,€12.00m,12000000.0,https://www.transfermarkt.com/mats-rots/profil/spieler/983677,75.0
TSG Hoffenheim,533,2026,8.0,Patrick Wimmer,533295,Right Winger,25,Austria,30/06/2031,€12.00m,12000000.0,https://www.transfermarkt.com/patrick-wimmer/profil/spieler/533295,75.0
TSG Hoffenheim,533,2026,10.0,Adam Hlozek,552057,Centre-Forward,24,Czech Republic,30/06/2029,€10.00m,10000000.0,https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057,66.67
TSG Hoffenheim,533,2026,32.0,Cajetan Lenz,1047136,Defensive Midfield,20,Germany|Switzerland,30/06/2031,€10.00m,10000000.0,https://www.transfermarkt.com/cajetan-lenz/profil/spieler/1047136,66.67
TSG Hoffenheim,533,2026,2.0,Robin Hranac,620217,Centre-Back,26,Czech Republic,30/06/2028,€10.00m,10000000.0,https://www.transfermarkt.com/robin-hranac/profil/spieler/620217,66.67
TSG Hoffenheim,533,2026,22.0,Alexander Prass,434116,Left Midfield,25,Austria,30/06/2028,€9.00m,9000000.0,https://www.transfermarkt.com/alexander-prass/profil/spieler/434116,60.0
TSG Hoffenheim,533,2026,24.0,Alessandro Vogt,987770,Centre-Forward,21,Switzerland|Italy,30/06/2031,€8.00m,8000000.0,https://www.transfermarkt.com/alessandro-vogt/profil/spieler/987770,56.67
TSG Hoffenheim,533,2026,14.0,Adam Daghim,881297,Right Winger,20,Denmark|Palestine,,€7.50m,7500000.0,https://www.transfermarkt.com/adam-daghim/profil/spieler/881297,53.33
TSG Hoffenheim,533,2026,9.0,Max Moerstedt,923595,Centre-Forward,20,Germany,30/06/2030,€7.00m,7000000.0,https://www.transfermarkt.com/max-moerstedt/profil/spieler/923595,50.0
TSG Hoffenheim,533,2026,28.0,Koki Machida,415035,Centre-Back,28,Japan,30/06/2029,€6.00m,6000000.0,https://www.transfermarkt.com/koki-machida/profil/spieler/415035,45.0
TSG Hoffenheim,533,2026,15.0,Valentin Gendrey,569387,Right-Back,26,France|Guadeloupe,30/06/2028,€6.00m,6000000.0,https://www.transfermarkt.com/valentin-gendrey/profil/spieler/569387,45.0
TSG Hoffenheim,533,2026,35.0,Arthur Chaves,875332,Centre-Back,25,Brazil,30/06/2029,€5.00m,5000000.0,https://www.transfermarkt.com/arthur-chaves/profil/spieler/875332,40.0
TSG Hoffenheim,533,2026,20.0,Bambasé Conté,574193,Attacking Midfield,23,Germany|Guinea,,€4.00m,4000000.0,https://www.transfermarkt.com/bambase-conte/profil/spieler/574193,33.33
TSG Hoffenheim,533,2026,13.0,Bernardo,364258,Left-Back,31,Brazil,30/06/2027,€4.00m,4000000.0,https://www.transfermarkt.com/bernardo/profil/spieler/364258,33.33
TSG Hoffenheim,533,2026,16.0,Luis Engelns,1116191,Defensive Midfield,19,Germany,,€4.00m,4000000.0,https://www.transfermarkt.com/luis-engelns/profil/spieler/1116191,33.33
TSG Hoffenheim,533,2026,27.0,Andrej Kramaric,46580,Second Striker,35,Croatia,30/06/2028,€2.50m,2500000.0,https://www.transfermarkt.com/andrej-kramaric/profil/spieler/46580,23.33
TSG Hoffenheim,533,2026,1.0,Oliver Baumann,55089,Goalkeeper,36,Germany,30/06/2028,€2.50m,2500000.0,https://www.transfermarkt.com/oliver-baumann/profil/spieler/55089,23.33
TSG Hoffenheim,533,2026,34.0,Vladimír Coufal,157672,Right-Back,33,Czech Republic,30/06/2028,€2.50m,2500000.0,https://www.transfermarkt.com/vladimir-coufal/profil/spieler/157672,23.33
TSG Hoffenheim,533,2026,4.0,Sean Dulic,907277,Centre-Back,21,Germany|Bosnia-Herzegovina,30/06/2030,€1.20m,1200000.0,https://www.transfermarkt.com/sean-dulic/profil/spieler/907277,16.67
TSG Hoffenheim,533,2026,,Dennis Geiger,251309,Central Midfield,28,Germany,30/06/2027,€1.00m,1000000.0,https://www.transfermarkt.com/dennis-geiger/profil/spieler/251309,13.33
TSG Hoffenheim,533,2026,37.0,Luca Philipp,432671,Goalkeeper,25,Germany,,€750k,750000.0,https://www.transfermarkt.com/luca-philipp/profil/spieler/432671,10.0
TSG Hoffenheim,533,2026,36.0,Lúkas Petersson,718460,Goalkeeper,22,Iceland|Germany,,€600k,600000.0,https://www.transfermarkt.com/lukas-petersson/profil/spieler/718460,6.67
TSG Hoffenheim,533,2026,29.0,Natnael Abraha,1075143,Right-Back,18,Germany,,€400k,400000.0,https://www.transfermarkt.com/natnael-abraha/profil/spieler/1075143,3.33
Union Berlin,89,2026,14.0,Leopold Querfeld,597432,Centre-Back,22,Austria,,€20.00m,20000000.0,https://www.transfermarkt.com/leopold-querfeld/profil/spieler/597432,100.0
Union Berlin,89,2026,6.0,Aljoscha Kemlein,692737,Defensive Midfield,22,Germany,30/06/2029,€12.00m,12000000.0,https://www.transfermarkt.com/aljoscha-kemlein/profil/spieler/692737,94.83
Union Berlin,89,2026,10.0,Ilyas Ansah,1035765,Centre-Forward,21,Germany|Ghana,,€12.00m,12000000.0,https://www.transfermarkt.com/ilyas-ansah/profil/spieler/1035765,94.83
Union Berlin,89,2026,29.0,Emmanuel Latte Lath,392964,Centre-Forward,27,Cote d'Ivoire|Italy,30/06/2027,€10.00m,10000000.0,https://www.transfermarkt.com/emmanuel-latte-lath/profil/spieler/392964,87.93
Union Berlin,89,2026,15.0,Tom Rothe,798043,Left-Back,21,Germany,,€10.00m,10000000.0,https://www.transfermarkt.com/tom-rothe/profil/spieler/798043,87.93
Union Berlin,89,2026,23.0,Andrej Ilic,583699,Centre-Forward,26,Serbia,30/06/2027,€9.00m,9000000.0,https://www.transfermarkt.com/andrej-ilic/profil/spieler/583699,82.76
Union Berlin,89,2026,4.0,Zeno Van Den Bosch,738774,Centre-Back,23,Belgium,,€6.00m,6000000.0,https://www.transfermarkt.com/zeno-van-den-bosch/profil/spieler/738774,79.31
Union Berlin,89,2026,13.0,András Schäfer,454863,Central Midfield,27,Hungary,30/06/2027,€4.50m,4500000.0,https://www.transfermarkt.com/andras-schafer/profil/spieler/454863,75.86
Union Berlin,89,2026,39.0,Derrick Köhn,391780,Left-Back,27,Ghana|Germany,30/06/2029,€4.00m,4000000.0,https://www.transfermarkt.com/derrick-kohn/profil/spieler/391780,70.69
Union Berlin,89,2026,9.0,Livan Burcu,519872,Left Winger,21,Türkiye|Germany,,€4.00m,4000000.0,https://www.transfermarkt.com/livan-burcu/profil/spieler/519872,70.69
Union Berlin,89,2026,11.0,Woo-yeong Jeong,297583,Attacking Midfield,26,"Korea, South",,€3.50m,3500000.0,https://www.transfermarkt.com/woo-yeong-jeong/profil/spieler/297583,65.52
Union Berlin,89,2026,7.0,Oliver Burke,341317,Centre-Forward,29,Scotland,30/06/2029,€3.00m,3000000.0,https://www.transfermarkt.com/oliver-burke/profil/spieler/341317,62.07
Union Berlin,89,2026,1.0,Frederik Rönnow,107775,Goalkeeper,34,Denmark,,€2.00m,2000000.0,https://www.transfermarkt.com/frederik-ronnow/profil/spieler/107775,48.28
Union Berlin,89,2026,19.0,Janik Haberer,177779,Central Midfield,32,Germany,30/06/2027,€2.00m,2000000.0,https://www.transfermarkt.com/janik-haberer/profil/spieler/177779,48.28
Union Berlin,89,2026,18.0,Josip Juranovic,362977,Right-Back,31,Croatia,,€2.00m,2000000.0,https://www.transfermarkt.com/josip-juranovic/profil/spieler/362977,48.28
Union Berlin,89,2026,27.0,Marin Ljubicic,838236,Centre-Forward,24,Croatia,,€2.00m,2000000.0,https://www.transfermarkt.com/marin-ljubicic/profil/spieler/838236,48.28
Union Berlin,89,2026,8.0,Rani Khedira,124410,Defensive Midfield,32,Tunisia|Germany,30/06/2027,€2.00m,2000000.0,https://www.transfermarkt.com/rani-khedira/profil/spieler/124410,48.28
Union Berlin,89,2026,24.0,Robert Skov,270393,Left Midfield,30,Denmark,,€2.00m,2000000.0,https://www.transfermarkt.com/robert-skov/profil/spieler/270393,48.28
Union Berlin,89,2026,34.0,Stanley Nsoki,371141,Centre-Back,27,France|DR Congo,,€2.00m,2000000.0,https://www.transfermarkt.com/stanley-nsoki/profil/spieler/371141,48.28
Union Berlin,89,2026,5.0,Marvin Friedrich,196231,Centre-Back,30,Germany,,€1.80m,1800000.0,https://www.transfermarkt.com/marvin-friedrich/profil/spieler/196231,34.48
Union Berlin,89,2026,21.0,Tim Skarke,287920,Centre-Forward,29,Germany,,€1.50m,1500000.0,https://www.transfermarkt.com/tim-skarke/profil/spieler/287920,31.03
Union Berlin,89,2026,49.0,Linus Güther,1378338,Left Winger,16,Germany,30/06/2028,€1.00m,1000000.0,https://www.transfermarkt.com/linus-guther/profil/spieler/1378338,27.59
Union Berlin,89,2026,30.0,Dmytro Bogdanov,1045446,Centre-Forward,19,Ukraine,30/06/2029,€800k,800000.0,https://www.transfermarkt.com/dmytro-bogdanov/profil/spieler/1045446,22.41
Union Berlin,89,2026,41.0,Oluwaseun Ogbemudia,995520,Centre-Back,20,Germany|Nigeria,30/06/2029,€800k,800000.0,https://www.transfermarkt.com/oluwaseun-ogbemudia/profil/spieler/995520,22.41
Union Berlin,89,2026,28.0,Christopher Trimmel,75921,Right-Back,39,Austria,30/06/2027,€600k,600000.0,https://www.transfermarkt.com/christopher-trimmel/profil/spieler/75921,15.52
Union Berlin,89,2026,31.0,Matheo Raab,386685,Goalkeeper,27,Germany,,€600k,600000.0,https://www.transfermarkt.com/matheo-raab/profil/spieler/386685,15.52
Union Berlin,89,2026,25.0,Carl Klaus,161057,Goalkeeper,32,Germany,,€350k,350000.0,https://www.transfermarkt.com/carl-klaus/profil/spieler/161057,10.34
Union Berlin,89,2026,3.0,Andrik Markgraf,1027870,Left-Back,20,Germany,,€300k,300000.0,https://www.transfermarkt.com/andrik-markgraf/profil/spieler/1027870,6.9
Union Berlin,89,2026,38.0,Julien Friedrich,1033581,Left Winger,19,Germany,,€125k,125000.0,https://www.transfermarkt.com/julien-friedrich/profil/spieler/1033581,3.45
Union Berlin,89,2026,32.0,Mekhi Gray,1162925,Centre-Forward,19,Jamaica|Germany,,-,,https://www.transfermarkt.com/mekhi-gray/profil/spieler/1162925,
Union Berlin,89,2026,44.0,Tim Blaszczak,1131153,Defensive Midfield,18,Germany,,-,,https://www.transfermarkt.com/tim-blaszczak/profil/spieler/1131153,
VfB Stuttgart,79,2026,6.0,Angelo Stiller,443710,Defensive Midfield,25,Germany,30/06/2028,€45.00m,45000000.0,https://www.transfermarkt.com/angelo-stiller/profil/spieler/443710,100.0
VfB Stuttgart,79,2026,18.0,Jamie Leweling,518505,Right Winger,25,Germany|Ghana,30/06/2029,€40.00m,40000000.0,https://www.transfermarkt.com/jamie-leweling/profil/spieler/518505,97.14
VfB Stuttgart,79,2026,11.0,Bilal El Khannouss,654982,Attacking Midfield,22,Morocco|Belgium,30/06/2030,€35.00m,35000000.0,https://www.transfermarkt.com/bilal-el-khannouss/profil/spieler/654982,92.86
VfB Stuttgart,79,2026,29.0,Finn Jeltsch,924117,Centre-Back,20,Germany,30/06/2030,€35.00m,35000000.0,https://www.transfermarkt.com/finn-jeltsch/profil/spieler/924117,92.86
VfB Stuttgart,79,2026,3.0,Ramon Hendriks,436064,Centre-Back,25,Netherlands,30/06/2028,€25.00m,25000000.0,https://www.transfermarkt.com/ramon-hendriks/profil/spieler/436064,88.57
VfB Stuttgart,79,2026,26.0,Deniz Undav,339314,Centre-Forward,30,Germany,30/06/2029,€22.00m,22000000.0,https://www.transfermarkt.com/deniz-undav/profil/spieler/339314,84.29
VfB Stuttgart,79,2026,9.0,Ermedin Demirovic,335457,Centre-Forward,28,Bosnia-Herzegovina,30/06/2028,€22.00m,22000000.0,https://www.transfermarkt.com/ermedin-demirovic/profil/spieler/335457,84.29
VfB Stuttgart,79,2026,30.0,Chema Andrés,948279,Defensive Midfield,21,Spain,30/06/2030,€20.00m,20000000.0,https://www.transfermarkt.com/chema-andres/profil/spieler/948279,80.0
VfB Stuttgart,79,2026,7.0,Maximilian Mittelstädt,282660,Left-Back,29,Germany,30/06/2028,€18.00m,18000000.0,https://www.transfermarkt.com/maximilian-mittelstadt/profil/spieler/282660,77.14
VfB Stuttgart,79,2026,17.0,Dzenan Pejcinovic,819636,Centre-Forward,21,Germany|Montenegro,30/06/2031,€15.00m,15000000.0,https://www.transfermarkt.com/dzenan-pejcinovic/profil/spieler/819636,71.43
VfB Stuttgart,79,2026,24.0,Jeff Chabot,303219,Centre-Back,28,Germany|France,30/06/2028,€15.00m,15000000.0,https://www.transfermarkt.com/jeff-chabot/profil/spieler/303219,71.43
VfB Stuttgart,79,2026,8.0,Tiago Tomás,616344,Right Winger,24,Portugal,30/06/2029,€15.00m,15000000.0,https://www.transfermarkt.com/tiago-tomas/profil/spieler/616344,71.43
VfB Stuttgart,79,2026,10.0,Chris Führich,272278,Left Winger,28,Germany,30/06/2028,€12.00m,12000000.0,https://www.transfermarkt.com/chris-fuhrich/profil/spieler/272278,65.71
VfB Stuttgart,79,2026,27.0,Badredine Bouanani,707242,Right Winger,21,Algeria|France,30/06/2030,€10.00m,10000000.0,https://www.transfermarkt.com/badredine-bouanani/profil/spieler/707242,57.14
VfB Stuttgart,79,2026,41.0,Dennis Seimen,800946,Goalkeeper,20,Germany|Romania,30/06/2029,€10.00m,10000000.0,https://www.transfermarkt.com/dennis-seimen/profil/spieler/800946,57.14
VfB Stuttgart,79,2026,4.0,Josha Vagnoman,448258,Right-Back,25,Germany|Cote d'Ivoire,30/06/2028,€10.00m,10000000.0,https://www.transfermarkt.com/josha-vagnoman/profil/spieler/448258,57.14
VfB Stuttgart,79,2026,14.0,Luca Jaquez,539798,Centre-Back,23,Switzerland|Dominican Republic,30/06/2029,€10.00m,10000000.0,https://www.transfermarkt.com/luca-jaquez/profil/spieler/539798,57.14
VfB Stuttgart,79,2026,28.0,Nikolas Nartey,400546,Central Midfield,26,Denmark|Ghana,30/06/2028,€10.00m,10000000.0,https://www.transfermarkt.com/nikolas-nartey/profil/spieler/400546,57.14
VfB Stuttgart,79,2026,22.0,Lorenz Assignon,711969,Right-Back,26,France|Togo,30/06/2029,€9.00m,9000000.0,https://www.transfermarkt.com/lorenz-assignon/profil/spieler/711969,48.57
VfB Stuttgart,79,2026,16.0,Atakan Karazor,232320,Defensive Midfield,29,Türkiye|Germany,30/06/2028,€8.00m,8000000.0,https://www.transfermarkt.com/atakan-karazor/profil/spieler/232320,45.71
VfB Stuttgart,79,2026,25.0,Jeremy Arévalo,971663,Centre-Forward,21,Ecuador|Spain,30/06/2031,€7.00m,7000000.0,https://www.transfermarkt.com/jeremy-arevalo/profil/spieler/971663,40.0
VfB Stuttgart,79,2026,19.0,Jovan Milosevic,943795,Centre-Forward,21,Serbia,30/06/2029,€7.00m,7000000.0,https://www.transfermarkt.com/jovan-milosevic/profil/spieler/943795,40.0
VfB Stuttgart,79,2026,44.0,Leo Sauer,710886,Left Winger,20,Slovakia,30/06/2031,€7.00m,7000000.0,https://www.transfermarkt.com/leo-sauer/profil/spieler/710886,40.0
VfB Stuttgart,79,2026,35.0,Mirza Catovic,1131117,Defensive Midfield,19,Germany|Serbia,30/06/2028,€4.00m,4000000.0,https://www.transfermarkt.com/mirza-catovic/profil/spieler/1131117,34.29
VfB Stuttgart,79,2026,21.0,Grischa Prömel,234029,Central Midfield,31,Germany,30/06/2029,€3.50m,3500000.0,https://www.transfermarkt.com/grischa-promel/profil/spieler/234029,30.0
VfB Stuttgart,79,2026,45.0,Lazar Jovanovic,897505,Right Winger,19,Serbia,30/06/2029,€3.50m,3500000.0,https://www.transfermarkt.com/lazar-jovanovic/profil/spieler/897505,30.0
VfB Stuttgart,79,2026,2.0,Ameen Al-Dakhil,620598,Centre-Back,24,Belgium|Iraq,30/06/2028,€3.00m,3000000.0,https://www.transfermarkt.com/ameen-al-dakhil/profil/spieler/620598,25.71
VfB Stuttgart,79,2026,20.0,Leonidas Stergiou,507345,Right-Back,24,Switzerland|Greece,30/06/2028,€2.50m,2500000.0,https://www.transfermarkt.com/leonidas-stergiou/profil/spieler/507345,22.86
VfB Stuttgart,79,2026,23.0,Dan-Axel Zagadou,344598,Centre-Back,27,France|Cote d'Ivoire,30/06/2027,€2.00m,2000000.0,https://www.transfermarkt.com/dan-axel-zagadou/profil/spieler/344598,20.0
VfB Stuttgart,79,2026,43.0,Jarzinho Malanga,1031774,Attacking Midfield,20,Germany,30/06/2028,€1.70m,1700000.0,https://www.transfermarkt.com/jarzinho-malanga/profil/spieler/1031774,17.14
VfB Stuttgart,79,2026,31.0,Justin Diehl,720162,Left Winger,21,Germany|Ghana,30/06/2029,€1.20m,1200000.0,https://www.transfermarkt.com/justin-diehl/profil/spieler/720162,14.29
VfB Stuttgart,79,2026,39.0,Ertugrul Yigit,1297520,Central Midfield,17,Germany|Türkiye,30/06/2029,€750k,750000.0,https://www.transfermarkt.com/ertugrul-yigit/profil/spieler/1297520,11.43
VfB Stuttgart,79,2026,1.0,Fabian Bredlow,187624,Goalkeeper,31,Germany,30/06/2027,€700k,700000.0,https://www.transfermarkt.com/fabian-bredlow/profil/spieler/187624,8.57
VfB Stuttgart,79,2026,33.0,Marius Funk,170517,Goalkeeper,30,Germany,30/06/2028,€300k,300000.0,https://www.transfermarkt.com/marius-funk/profil/spieler/170517,4.29
VfB Stuttgart,79,2026,46.0,Stefan Drljaca,388067,Goalkeeper,27,Germany|Serbia,30/06/2027,€300k,300000.0,https://www.transfermarkt.com/stefan-drljaca/profil/spieler/388067,4.29
Werder Bremen,86,2026,31.0,Karim Coulibaly,1084638,Centre-Back,19,Germany|Cote d'Ivoire,30/06/2029,€28.00m,28000000.0,https://www.transfermarkt.com/karim-coulibaly/profil/spieler/1084638,100.0
Werder Bremen,86,2026,6.0,Jens Stage,289835,Central Midfield,29,Denmark,30/06/2028,€14.00m,14000000.0,https://www.transfermarkt.com/jens-stage/profil/spieler/289835,97.06
Werder Bremen,86,2026,32.0,Marco Friedl,156990,Centre-Back,28,Austria,30/06/2028,€10.00m,10000000.0,https://www.transfermarkt.com/marco-friedl/profil/spieler/156990,94.12
Werder Bremen,86,2026,20.0,Chuki,926763,Attacking Midfield,22,Spain,30/06/2030,€8.00m,8000000.0,https://www.transfermarkt.com/chuki/profil/spieler/926763,88.24
Werder Bremen,86,2026,7.0,Samuel Mbangula,654991,Left Winger,22,Belgium|DR Congo,30/06/2030,€8.00m,8000000.0,https://www.transfermarkt.com/samuel-mbangula/profil/spieler/654991,88.24
Werder Bremen,86,2026,14.0,Senne Lynen,338668,Defensive Midfield,27,Belgium,,€8.00m,8000000.0,https://www.transfermarkt.com/senne-lynen/profil/spieler/338668,88.24
Werder Bremen,86,2026,18.0,Eren Dinkçi,645774,Right Winger,24,Türkiye|Germany,30/06/2027,€6.00m,6000000.0,https://www.transfermarkt.com/eren-dinkci/profil/spieler/645774,82.35
Werder Bremen,86,2026,11.0,Justin Njinmah,596153,Right Winger,25,Germany|Nigeria,,€5.00m,5000000.0,https://www.transfermarkt.com/justin-njinmah/profil/spieler/596153,77.94
Werder Bremen,86,2026,3.0,Oskar Wójcik,821350,Centre-Back,23,Poland,30/06/2031,€5.00m,5000000.0,https://www.transfermarkt.com/oskar-wojcik/profil/spieler/821350,77.94
Werder Bremen,86,2026,27.0,Felix Agu,393512,Left-Back,26,Nigeria|Germany,30/06/2027,€4.50m,4500000.0,https://www.transfermarkt.com/felix-agu/profil/spieler/393512,73.53
Werder Bremen,86,2026,5.0,Amos Pieper,334221,Centre-Back,28,Germany,,€4.00m,4000000.0,https://www.transfermarkt.com/amos-pieper/profil/spieler/334221,67.65
Werder Bremen,86,2026,17.0,Marco Grüll,391766,Left Winger,28,Austria,,€4.00m,4000000.0,https://www.transfermarkt.com/marco-grull/profil/spieler/391766,67.65
Werder Bremen,86,2026,24.0,Patrice Covic,1114155,Attacking Midfield,19,Croatia|Germany,,€4.00m,4000000.0,https://www.transfermarkt.com/patrice-covic/profil/spieler/1114155,67.65
Werder Bremen,86,2026,10.0,Niclas Füllkrug,75489,Centre-Forward,33,Germany,30/06/2027,€3.50m,3500000.0,https://www.transfermarkt.com/niclas-fullkrug/profil/spieler/75489,60.29
Werder Bremen,86,2026,2.0,Olivier Deman,621802,Left-Back,26,Belgium,30/06/2028,€3.50m,3500000.0,https://www.transfermarkt.com/olivier-deman/profil/spieler/621802,60.29
Werder Bremen,86,2026,1.0,Karl Hein,493513,Goalkeeper,24,Estonia,30/06/2030,€3.00m,3000000.0,https://www.transfermarkt.com/karl-hein/profil/spieler/493513,50.0
Werder Bremen,86,2026,9.0,Keke Topp,701757,Centre-Forward,22,Germany,30/06/2028,€3.00m,3000000.0,https://www.transfermarkt.com/keke-topp/profil/spieler/701757,50.0
Werder Bremen,86,2026,19.0,Kenny Quetant,1178695,Centre-Forward,20,France|Haiti,30/06/2030,€3.00m,3000000.0,https://www.transfermarkt.com/kenny-quetant/profil/spieler/1178695,50.0
Werder Bremen,86,2026,15.0,Ludovit Reis,490884,Central Midfield,26,Netherlands|Slovakia,,€3.00m,3000000.0,https://www.transfermarkt.com/ludovit-reis/profil/spieler/490884,50.0
Werder Bremen,86,2026,8.0,Mitchell Weiser,119211,Right-Back,32,Germany|Algeria,30/06/2027,€3.00m,3000000.0,https://www.transfermarkt.com/mitchell-weiser/profil/spieler/119211,50.0
Werder Bremen,86,2026,4.0,Niklas Stark,162434,Centre-Back,31,Germany,,€2.50m,2500000.0,https://www.transfermarkt.com/niklas-stark/profil/spieler/162434,41.18
Werder Bremen,86,2026,30.0,Alexander Schlager,186374,Goalkeeper,30,Austria,30/06/2029,€2.00m,2000000.0,https://www.transfermarkt.com/alexander-schlager/profil/spieler/186374,33.82
Werder Bremen,86,2026,22.0,Julián Malatini,830108,Centre-Back,25,Argentina,,€2.00m,2000000.0,https://www.transfermarkt.com/julian-malatini/profil/spieler/830108,33.82
Werder Bremen,86,2026,29.0,Salim Musah,1042472,Centre-Forward,20,Germany|Ghana,,€2.00m,2000000.0,https://www.transfermarkt.com/salim-musah/profil/spieler/1042472,33.82
Werder Bremen,86,2026,28.0,Skelly Alvero,855134,Defensive Midfield,24,France|Angola,30/06/2028,€2.00m,2000000.0,https://www.transfermarkt.com/skelly-alvero/profil/spieler/855134,33.82
Werder Bremen,86,2026,26.0,Cedric Itten,243856,Centre-Forward,29,Switzerland,30/06/2029,€1.80m,1800000.0,https://www.transfermarkt.com/cedric-itten/profil/spieler/243856,26.47
Werder Bremen,86,2026,23.0,Dariusz Stalmach,826795,Defensive Midfield,20,Poland,,€1.50m,1500000.0,https://www.transfermarkt.com/dariusz-stalmach/profil/spieler/826795,22.06
Werder Bremen,86,2026,21.0,Dawid Kownacki,208167,Centre-Forward,29,Poland,30/06/2027,€1.50m,1500000.0,https://www.transfermarkt.com/dawid-kownacki/profil/spieler/208167,22.06
Werder Bremen,86,2026,33.0,Mick Schmetgens,1045986,Centre-Back,18,Germany,30/06/2029,€700k,700000.0,https://www.transfermarkt.com/mick-schmetgens/profil/spieler/1045986,17.65
Werder Bremen,86,2026,25.0,Markus Kolke,99451,Goalkeeper,36,Germany,,€300k,300000.0,https://www.transfermarkt.com/markus-kolke/profil/spieler/99451,14.71
Werder Bremen,86,2026,37.0,Stefan Smarkalev,1025989,Goalkeeper,19,Bulgaria,30/06/2027,€150k,150000.0,https://www.transfermarkt.com/stefan-smarkalev/profil/spieler/1025989,11.76
Werder Bremen,86,2026,35.0,Luca Höcker,1078750,Right-Back,19,Germany,30/06/2029,€125k,125000.0,https://www.transfermarkt.com/luca-hocker/profil/spieler/1078750,5.88
Werder Bremen,86,2026,36.0,Mats Heitmann,1032924,Centre-Back,20,Germany,,€125k,125000.0,https://www.transfermarkt.com/mats-heitmann/profil/spieler/1032924,5.88
Werder Bremen,86,2026,38.0,Paul Erevbenagie,1080555,Right Winger,18,Germany,,€125k,125000.0,https://www.transfermarkt.com/paul-erevbenagie/profil/spieler/1080555,5.88
Werder Bremen,86,2026,34.0,Darwin Soylu,1071244,Attacking Midfield,19,Türkiye|Germany,,-,,https://www.transfermarkt.com/darwin-soylu/profil/spieler/1071244,
