id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,marketChange.today,marketChange.yesterday,marketChange.twoDays,marketChange.sevenDaysAvg,marketChange.thirtyDaysAvg,sofascore_average_rating,expected_match_points,ligainsider_starting_chance,rotowire_starting_chance,questionable_injury_penalty,starting_chance,score
2498,29,Tom,Baack,5169760.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/e009e7eb6946411f8f86641cb56174fe.png,6.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Tom Baack,-600192.0,-600192.0,-350605.0,36325.0,-177195.0,4669760.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
2749,29,Steffen,Tigges,523859.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/10d7abeb491e42818537662e1ceba8d1.png,27.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Steffen Tigges,3342.0,3342.0,-36747.0,-48048.0,-350616.0,-752203.0,6.35,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
2977,29,Nahuel,Noll,12269795.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/48b2c904ac8c41fdaa5c9503ba6e81ca.png,15.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Nahuel Noll,119014.0,119014.0,128435.0,104324.0,852072.0,3948329.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
3336,29,Stefano,Marino,9607500.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/197aeeb1c0994cb68e398212e6941782.png,30.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Stefano Marino,240507.0,240507.0,229874.0,206211.0,1540441.0,5265949.0,6.5,0.8358358358358358,1.0,1.0,0.0,1.0,5.432933
3491,29,Sebastian,Klaas,500000.0,,,,,,,1,3,https://kickbase.b-cdn.net/content/file/889217c751e5403eaf39162d4dc54b9a.png,26.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Sebastian Klaas,0.0,0.0,0.0,0.0,0.0,-1152328.0,6.55,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
3492,29,Marcel,Hoffmeier,7738552.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/b4ad73b6a3334bf8a2efdbe5b1d7e19c.png,33.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Marcel Hoffmeier,236824.0,236824.0,220270.0,212486.0,1367863.0,4169048.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
3559,29,Laurin,Ulrich,4706206.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/a1a9a8b8d2614deea25d35a1338acd06.png,28.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Laurin Ulrich,4206206.0,4206206.0,0.0,0.0,4206206.0,4206206.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
6197,29,Laurin,Curda,11796502.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/ba195e9442954a30a3835950c99832a5.png,17.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Laurin Curda,-22283.0,-22283.0,3589.0,25656.0,275636.0,2000281.0,7.75,0.8358358358358358,0.6666666666666666,1.0,0.0,0.7666666666666666,4.966258
6290,29,Nick,Bätzner,2535472.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/0ac0e9c2f9f34f7aaa47e00ee22f316b.png,9.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Nick Bätzner,-152050.0,-152050.0,-156961.0,-158928.0,-1091085.0,2023693.0,6.8,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
6292,29,Mattes,Hansen,4902991.0,,,,,,,2,2,https://kickbase.b-cdn.net/content/file/c747e1ad35ed44f4afbc5de1075d8bf1.png,22.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Mattes Hansen,236959.0,236959.0,209526.0,207962.0,1715726.0,3590560.0,7.45,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
6751,29,Florian,Pruhs,3946986.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/3878770830244658b3841f0074466ab7.png,31.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Florian Pruhs,228303.0,228303.0,209847.0,216690.0,1737327.0,3446986.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
7320,29,Tjark,Scheller,5664642.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/06f63d14a0f4493faf04f78ea6aa5f10.png,25.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Tjark Scheller,-323726.0,-323726.0,-339178.0,-368274.0,-1788077.0,2105952.0,6.95,0.8358358358358358,1.0,1.0,0.0,1.0,5.809059
7616,29,Jano,ter Horst,4146411.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/a931e1f10bb84a9bb35b795a7857b8ee.png,21.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Jano ter Horst,-136346.0,-136346.0,-138934.0,-143714.0,-1340949.0,2790182.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
8292,29,Santiago,Castañeda,10198046.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/37ddcd7042414ce59c844f52d87ee300.png,5.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Santiago Castañeda,133713.0,133713.0,195815.0,221715.0,1432861.0,5588639.0,7.5,0.8358358358358358,1.0,1.0,0.0,1.0,6.268769
8872,29,Jonah,Sticker,5438481.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/74f3dad539cd4e30aabca849e8e8bc64.png,3.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Jonah Sticker,210535.0,210535.0,215454.0,242127.0,1856495.0,4070491.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
8984,29,Nyamekye,Awortwie-Grant,500000.0,,,,,,,1,2,https://kickbase.b-cdn.net/content/file/6b0e71018bd542b0b17a0e0a3e9058ac.png,4.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Nyamekye Awortwie-Grant,0.0,0.0,0.0,0.0,-132179.0,-228584.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
9283,29,Deniz,Zeitler,1438968.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/b3f504e1c3274815a84cd32d2a63477f.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Deniz Zeitler,363483.0,363483.0,305572.0,213827.0,938968.0,938968.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
10048,29,Luka,Duric,4852046.0,-6.0,1.0,1.0,0.0,797.0,-6.0,0,3,https://kickbase.b-cdn.net/content/file/fdce53ba9bff4a39b30dda997ad991ee.png,8.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Luka Duric,-456649.0,-456649.0,-512264.0,-151658.0,-446605.0,4325336.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
11170,29,Ruben,Müller,4000490.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/30dea41b80454a638771929f17e0d368.png,2.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Ruben Müller,264843.0,264843.0,280214.0,278711.0,2045542.0,1448372.0,6.3,0.8358358358358358,0.3333333333333333,0.0,0.0,0.2333333333333333,1.228679
12262,29,Albert Frank,Millgramm,6981209.0,,,,,,,2,4,https://kickbase.b-cdn.net/content/file/0635ef3343fb4b138fd946cc4a199637.png,19.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Albert Frank Millgramm,52005.0,52005.0,117606.0,166805.0,1281477.0,6480118.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
12296,29,Kennedy,Okpala,2998496.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/dd97a9b150444134beb800f1fbf48d0a.png,10.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Kennedy Okpala,-144659.0,-144659.0,-144242.0,-149066.0,-1018011.0,-61933.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
14911,29,Clemens,Lippmann,2318571.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/7462061e1e7843ffb7efaa2fe7e2b5f5.png,29.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Clemens Lippmann,-149065.0,-149065.0,-146799.0,-148808.0,-1054820.0,-62409.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
14914,29,Timur,Gayret,500000.0,,,,,,,1,3,https://kickbase.b-cdn.net/content/file/174077d2fba447fbb8a0e46a12d28245.png,44.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Timur Gayret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8358358358358358,0.0,0.0,0.0,0.0,0.0
1225,43,Leopold,Zingerle,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/035ea65b37b74f2da2548be379438c9c.png,25.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Leopold Zingerle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0
1246,43,Willi,Orban,31081756.0,131.0,33.0,33.0,33.0,193712.0,4323.0,0,2,https://kickbase.b-cdn.net/content/file/bda722458bd445d5ba24094a5306031d.png,4.0,1,139.0,,"[{""hasPlayed"": true, ""points"": 110}, {""hasPlayed"": true, ""points"": 313}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 131}, {""hasPlayed"": false, ""points"": null}]",2,Willi Orban,67534.0,67534.0,63147.0,61764.0,439668.0,1798893.0,7.23,2.0684447930966856,1.0,1.0,0.0,1.0,14.954856
1333,43,Lukas,Klostermann,2688694.0,40.0,5.0,5.0,1.0,7355.0,201.0,2,2,https://kickbase.b-cdn.net/content/file/b48aaa342d854e869af8b6c1ec17a954.png,16.0,2,74.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 148}]",5,Lukas Klostermann,-140949.0,-140949.0,-143072.0,-143532.0,-1037952.0,2157626.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0
1689,43,Benjamin,Henrichs,7550355.0,26.0,17.0,17.0,3.0,22181.0,447.0,0,2,https://kickbase.b-cdn.net/content/file/5acf39c9f5ba403ba774ea0d47d67aab.png,39.0,1,59.0,,"[{""hasPlayed"": true, ""points"": -5}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": -21}, {""hasPlayed"": true, ""points"": 27}, {""hasPlayed"": true, ""points"": 17}]",3,Benjamin Henrichs,246718.0,246718.0,243812.0,230775.0,1679033.0,3100863.0,6.23,2.0684447930966856,0.0,0.0,0.0,0.0,0.0
1728,43,Örjan,Nyland,4250000.0,,,,,,,2,1,https://kickbase.b-cdn.net/content/file/59574acd38ee4d5f8be6e03a1ee2276a.png,1.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Örjan Nyland,300676.0,300676.0,333068.0,326651.0,2375709.0,3750000.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0
2141,43,Ridle ,Baku,18641371.0,102.0,32.0,32.0,28.0,162435.0,3278.0,0,2,https://kickbase.b-cdn.net/content/file/dea132bbe8444490a8b8fa7d725f4b64.png,17.0,2,175.0,,"[{""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 224}, {""hasPlayed"": true, ""points"": 124}]",3,Ridle  Baku,-249379.0,-249379.0,-254725.0,-236305.0,-867645.0,1603970.0,6.68,2.0684447930966856,1.0,1.0,0.0,1.0,13.817211
2275,43,Christoph,Baumgartner,19684464.0,117.0,33.0,33.0,32.0,179653.0,3846.0,4,3,https://kickbase.b-cdn.net/content/file/8b2225416e584d5ebd4ee89d8a8a99eb.png,14.0,2,195.0,,"[{""hasPlayed"": true, ""points"": 8}, {""hasPlayed"": true, ""points"": 114}, {""hasPlayed"": true, ""points"": 129}, {""hasPlayed"": true, ""points"": 47}, {""hasPlayed"": true, ""points"": 130}]",5,Christoph Baumgartner,-114325.0,-114325.0,-72230.0,-73766.0,-73559.0,-1391966.0,6.66,2.0684447930966856,0.0,1.0,0.15,0.15,2.066376
2522,43,David,Raum,33567593.0,148.0,30.0,30.0,29.0,167920.0,4445.0,0,2,https://kickbase.b-cdn.net/content/file/63b51608f37a4eb083c1865d497d3cbe.png,22.0,1,132.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 28}]",1,David Raum,105469.0,105469.0,106374.0,99931.0,730100.0,2720905.0,7.1,2.0684447930966856,1.0,1.0,0.0,1.0,14.685958
2897,43,Rocco,Reitz,12958162.0,74.0,31.0,31.0,31.0,170280.0,2301.0,0,3,https://kickbase.b-cdn.net/content/file/152dbd3a41f7408a89c99f65e55935df.png,20.0,2,177.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 131}, {""hasPlayed"": true, ""points"": 210}, {""hasPlayed"": true, ""points"": 100}, {""hasPlayed"": true, ""points"": 75}]",3,Rocco Reitz,-49317.0,-49317.0,-151051.0,-339543.0,-781683.0,2377477.0,7.53,2.0684447930966856,0.3333333333333333,0.0,0.0,0.2333333333333333,3.634258
4596,43,Brajan,Gruda,17763317.0,98.0,13.0,13.0,8.0,49007.0,1270.0,0,3,https://kickbase.b-cdn.net/content/file/f1dd66425b59403ab0f2796e4ad0b0f8.png,10.0,1,71.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 48}]",1,Brajan Gruda,269114.0,269114.0,251568.0,252482.0,1735796.0,6559912.0,6.9,2.0684447930966856,1.0,1.0,0.0,1.0,14.272269
6176,43,Nicolas,Seiwald,16652180.0,86.0,33.0,33.0,31.0,174575.0,2839.0,0,3,https://kickbase.b-cdn.net/content/file/49894e11778042f09b92bdbd82994680.png,13.0,1,170.0,,"[{""hasPlayed"": true, ""points"": 44}, {""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 115}]",1,Nicolas Seiwald,179063.0,179063.0,180701.0,163132.0,1205676.0,4436659.0,6.75,2.0684447930966856,1.0,1.0,0.0,1.0,13.962002
6300,43,Assan,Ouédraogo,16329143.0,90.0,19.0,19.0,13.0,61254.0,1705.0,1,3,https://kickbase.b-cdn.net/content/file/0d8a1173062a4478822b06c0490cfe41.png,8.0,2,104.0,,"[{""hasPlayed"": true, ""points"": 127}, {""hasPlayed"": true, ""points"": 75}, {""hasPlayed"": true, ""points"": -16}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 47}]",5,Assan Ouédraogo,-593932.0,-593932.0,-587794.0,-601181.0,-4232240.0,-2948921.0,6.52,2.0684447930966856,0.0,1.0,0.15,0.15,2.022939
6667,43,El Chadaille,Bitshiabu,3462587.0,74.0,11.0,11.0,8.0,43528.0,815.0,0,2,https://kickbase.b-cdn.net/content/file/35e5bfeabc4344cd8db03535c4ca2d6f.png,5.0,2,235.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 106}, {""hasPlayed"": true, ""points"": 109}, {""hasPlayed"": true, ""points"": 120}]",4,El Chadaille Bitshiabu,-106024.0,-106024.0,-120891.0,-121510.0,-845624.0,83997.0,7.33,2.0684447930966856,0.0,0.0,0.0,0.0,0.0
7224,43,Lukeba,Castello Jr.,18988448.0,106.0,26.0,26.0,24.0,142996.0,2765.0,0,2,https://kickbase.b-cdn.net/content/file/02c2d826957a4899a614c0ad25d8a9a8.png,23.0,2,145.0,,"[{""hasPlayed"": true, ""points"": 66}, {""hasPlayed"": true, ""points"": 116}, {""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Lukeba Castello Jr.,-208629.0,-208629.0,-295890.0,-410490.0,-1808564.0,-831614.0,6.97,2.0684447930966856,0.6666666666666666,0.0,0.0,0.4666666666666666,6.727961
7239,43,Max,Finkgräfe,5471867.0,55.0,13.0,13.0,5.0,33441.0,718.0,0,2,https://kickbase.b-cdn.net/content/file/5ea42faff1bf42f386a0f98d8203ee4e.png,35.0,1,131.0,,"[{""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 37}, {""hasPlayed"": true, ""points"": 39}, {""hasPlayed"": true, ""points"": 214}, {""hasPlayed"": true, ""points"": 124}]",5,Max Finkgräfe,316388.0,316388.0,348937.0,334484.0,2251935.0,2209592.0,6.5,2.0684447930966856,0.0,0.0,0.0,0.0,0.0
7493,43,Arthur,Vermeeren,6225302.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/6e7334ffc310411d89c8c5230815dafc.png,48.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Arthur Vermeeren,275759.0,275759.0,272466.0,263064.0,2065328.0,5133971.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0
8061,43,Johan,Bakayoko,9394181.0,49.0,20.0,20.0,8.0,51925.0,982.0,0,4,https://kickbase.b-cdn.net/content/file/e45b0e99acb145f1a3f98666018c27b1.png,11.0,1,104.0,,"[{""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": true, ""points"": 16}]",3,Johan Bakayoko,337962.0,337962.0,322313.0,310202.0,2039686.0,986631.0,6.65,2.0684447930966856,0.75,0.0,0.0,0.5249999999999999,7.221458
8227,43,Maarten,Vandevoordt,15446600.0,109.0,12.0,12.0,11.0,69295.0,1313.0,0,1,https://kickbase.b-cdn.net/content/file/cb4de12c99d148feb2f88e1c91186400.png,26.0,1,85.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 77}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 96}, {""hasPlayed"": true, ""points"": 135}]",2,Maarten Vandevoordt,146901.0,146901.0,143407.0,136866.0,1019021.0,4246194.0,6.53,2.0684447930966856,1.0,1.0,0.0,1.0,13.506944
9507,43,Antonio,Nusa,25332200.0,91.0,31.0,31.0,24.0,129764.0,2835.0,0,3,https://kickbase.b-cdn.net/content/file/7b0130fc7648401b8dac316e07e7327b.png,7.0,1,111.0,,"[{""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 265}]",2,Antonio Nusa,68643.0,68643.0,52470.0,54418.0,742044.0,3981902.0,6.98,2.0684447930966856,1.0,1.0,0.0,1.0,14.437745
9776,43,Andrija,Maksimovic,5871106.0,18.0,8.0,8.0,0.0,7579.0,140.0,0,3,https://kickbase.b-cdn.net/content/file/1427cbd96ee74d9dbfc9ed098c47ff78.png,30.0,1,23.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Andrija Maksimovic,190002.0,190002.0,193769.0,206287.0,1628290.0,5371106.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0
10113,43,Tidiam,Gomis,4337419.0,23.0,18.0,18.0,2.0,25742.0,405.0,0,4,https://kickbase.b-cdn.net/content/file/77509238e8ef41bc92c01b1b1637a8d3.png,27.0,2,93.0,,"[{""hasPlayed"": true, ""points"": -18}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 58}, {""hasPlayed"": false, ""points"": null}]",3,Tidiam Gomis,-63529.0,-63529.0,-90309.0,-141485.0,-1145136.0,3731791.0,6.2,2.0684447930966856,0.25,0.0,0.0,0.175,2.244263
10530,43,Conrad,Harder,3382267.0,39.0,29.0,29.0,8.0,64737.0,1119.0,0,4,https://kickbase.b-cdn.net/content/file/139438491a5a497099a6e6bb96cc922a.png,9.0,2,330.0,,"[{""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -11}, {""hasPlayed"": true, ""points"": 46}, {""hasPlayed"": true, ""points"": 109}]",4,Conrad Harder,-81252.0,-81252.0,-83478.0,-87978.0,-712192.0,-1539895.0,6.85,2.0684447930966856,0.3333333333333333,0.0,0.0,0.2333333333333333,3.306064
11008,43,Ezechiel,Banzuzi,6138051.0,36.0,24.0,24.0,2.0,43182.0,871.0,0,3,https://kickbase.b-cdn.net/content/file/3529ab9a9bde4d28b8aca1b6586f7747.png,6.0,1,141.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Ezechiel Banzuzi,333507.0,333507.0,324108.0,301909.0,2110752.0,908220.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0
11886,43,,Rômulo,20579717.0,83.0,30.0,30.0,27.0,139633.0,2488.0,2,4,https://kickbase.b-cdn.net/content/file/2a6ca20436b4402f83f0c5d25b10f6be.png,40.0,1,120.0,,"[{""hasPlayed"": true, ""points"": -25}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 26}, {""hasPlayed"": true, ""points"": 136}, {""hasPlayed"": true, ""points"": 41}]",2,Rômulo,67861.0,67861.0,66846.0,97924.0,915707.0,4059031.0,6.46,2.0684447930966856,0.0,1.0,0.15,0.15,2.004323
12337,43,Sani,Suleiman,4078515.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/3a350871ca7a4b81b4f035f05ac63d3e.png,18.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Sani Suleiman,-140182.0,-140182.0,-142518.0,-144474.0,-1725250.0,1714180.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0
14896,43,Abdoul,Koné,4286370.0,,,,,,,2,2,https://kickbase.b-cdn.net/content/file/64a8d06b53144763b2c5e21a8ff6e246.png,2.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Abdoul Koné,-132930.0,-132930.0,-128000.0,-144279.0,-1802534.0,-6375786.0,0.0,2.0684447930966856,0.0,0.0,0.0,0.0,0.0
