id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,score
2928,77,Lukas Emanuel,Petkov,11787230.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/1b9b370ce3f4426284cbbeff5727e4cd.png,25.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Lukas Emanuel Petkov,45130.0,3000000
3026,77,Lasse,Günther,9747958.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/a583be5870964e529412be23555ed410.png,21.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Lasse Günther,216479.0,2500000
3232,77,Luca,Pfeiffer,4698937.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/8c42d065d2024fa8a520b3f1b9ef85b3.png,16.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Luca Pfeiffer,-180258.0,500000
3284,77,Maximilian,Rohr,10804601.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/55c6ec9a70904e2895e28466d00e3d30.png,31.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Maximilian Rohr,69.0,800000
3350,77,Felix,Keidel,4787946.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/39b5557dea7c4d42bd788da85803059e.png,43.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Felix Keidel,315162.0,1200000
6148,77,Lukas,Pinckert,10125142.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/a639e432a7d848d683f34325990aa8c2.png,19.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Lukas Pinckert,213512.0,2500000
6149,77,Frank,Lehmann,1840744.0,,,,,,,2,1,https://kickbase.b-cdn.net/content/file/40a93182270541a28648f8edb5f5ad07.png,1.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Frank Lehmann,-164988.0,100000
6158,77,Luca,Schnellbacher,3852232.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/f3bd13b718b3418ba83fdaea74388e3d.png,24.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Luca Schnellbacher,294052.0,500000
6160,77,Nicolas,Kristof,12470269.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/c329cf5e4552496e96a0ed1777c316f8.png,20.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Nicolas Kristof,119524.0,2500000
6183,77,Noel,Futkeu,8627643.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/3906f407631745fa95e0398fa7628fcb.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Noel Futkeu,185174.0,7500000
7278,77,Lukasz,Poreba,9564339.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/b548d08129f549ea95c7881bbd7d3112.png,8.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Lukasz Poreba,175030.0,2500000
7441,77,Cole,Campbell,3994782.0,11.0,6.0,6.0,0.0,6994.0,66.0,0,3,https://kickbase.b-cdn.net/content/file/618685003046433c850374c6e88b7f85.png,39.0,2,16.0,,"[{""hasPlayed"": true, ""points"": 1}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 27}, {""hasPlayed"": false, ""points"": null}]",3,Cole Campbell,-42734.0,5000000
7463,77,Francis,Onyeka,9736951.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/11587a7513ab411c822f947b686e8e48.png,40.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Francis Onyeka,-505470.0,10000000
7514,77,Florian,Le Joncour,2875966.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/1ae50321c2fc41a08133b755a4f36479.png,3.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Florian Le Joncour,-142675.0,500000
8252,77,Maurice,Krattenmacher,3329996.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/f3408da3bd8347588f826aae7f9d5b9a.png,7.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Maurice Krattenmacher,-125684.0,3000000
8296,77,Frederik,Schmahl,4765331.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/1505317d7634469ca04d5e1dffb97707.png,17.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Frederik Schmahl,261722.0,750000
8301,77,Luca,Sirch,6683196.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/88d02ad680e44d6899035c283dc18de7.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Luca Sirch,54557.0,2200000
9224,77,Tom,Zimmerschied,4640835.0,,,,,,,2,3,https://kickbase.b-cdn.net/content/file/c6ea391e637144f495b13db4c7a49093.png,29.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Tom Zimmerschied,-375537.0,1500000
9384,77,Noah,Darvich,4704015.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/f420b6297db840caad87f307b7fb974a.png,10.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Noah Darvich,-22757.0,4000000
9995,77,David,Mokwa,3582265.0,,,,,,,2,4,https://kickbase.b-cdn.net/content/file/ca5c93c783264009b9a193960b9ec557.png,42.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,David Mokwa,-138894.0,4000000
11253,77,Nicholas,Mickelson,2304658.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/992cfc556d2345cbb347e46c39b858f3.png,2.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Nicholas Mickelson,282836.0,1000000
12317,77,Raif,Adam,5431408.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/81e58734d6fb4225af312b1bcf3a3075.png,15.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Raif Adam,255623.0,500000
4,7,Janis,Blaswich,1322618.0,111.0,11.0,11.0,10.0,62668.0,1222.0,0,1,https://kickbase.b-cdn.net/content/file/d17035064d4a480484cb35d2dab54e46.png,28.0,2,923.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 177}, {""hasPlayed"": false, ""points"": null}]",5,Janis Blaswich,-110972.0,700000
72,7,Mark,Flekken,14546472.0,93.0,24.0,24.0,24.0,141251.0,2230.0,0,1,https://kickbase.b-cdn.net/content/file/98ea8901b970421b88f6a41a3137142f.png,1.0,1,153.0,,"[{""hasPlayed"": true, ""points"": 110}, {""hasPlayed"": true, ""points"": 77}, {""hasPlayed"": true, ""points"": 111}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 75}]",1,Mark Flekken,138392.0,6000000
78,7,Jonas,Hofmann,1642655.0,58.0,23.0,23.0,11.0,68545.0,1338.0,0,3,https://kickbase.b-cdn.net/content/file/328114051c1e42df84e2a6ac3e93cf42.png,7.0,2,814.0,,"[{""hasPlayed"": true, ""points"": 34}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 10}]",5,Jonas Hofmann,-96348.0,1500000
663,7,Robert,Andrich,8425888.0,82.0,32.0,32.0,29.0,168594.0,2610.0,2,2,https://kickbase.b-cdn.net/content/file/0cdcdb27004443c09d112462f32ace2c.png,8.0,2,309.0,,"[{""hasPlayed"": true, ""points"": 52}, {""hasPlayed"": true, ""points"": 44}, {""hasPlayed"": true, ""points"": 99}, {""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": false, ""points"": null}]",4,Robert Andrich,-275006.0,6000000
2746,7,Patrik,Schick,29247310.0,103.0,28.0,28.0,23.0,130835.0,2889.0,0,4,https://kickbase.b-cdn.net/content/file/9f0daa3f23514ac7a72c46ba81396a95.png,14.0,1,98.0,,"[{""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 23}, {""hasPlayed"": true, ""points"": 367}, {""hasPlayed"": true, ""points"": 227}, {""hasPlayed"": true, ""points"": 161}]",3,Patrik Schick,31086.0,18000000
2766,7,Exequiel,Palacios,21611930.0,93.0,18.0,18.0,12.0,73391.0,1672.0,0,3,https://kickbase.b-cdn.net/content/file/0d5ad85f5920460c8489a65db5c6a1cb.png,25.0,2,77.0,,"[{""hasPlayed"": true, ""points"": 174}, {""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 109}, {""hasPlayed"": true, ""points"": 91}, {""hasPlayed"": true, ""points"": 125}]",3,Exequiel Palacios,-555407.0,25000000
2783,7,Edmond,Tapsoba,32203714.0,136.0,29.0,29.0,29.0,171644.0,3941.0,0,2,https://kickbase.b-cdn.net/content/file/21031db97a054165806a98d2f0c0d73b.png,12.0,1,122.0,,"[{""hasPlayed"": true, ""points"": 111}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": true, ""points"": 135}, {""hasPlayed"": true, ""points"": 93}, {""hasPlayed"": true, ""points"": 194}]",1,Edmond Tapsoba,70016.0,35000000
2846,7,Malik,Tillman,13009973.0,82.0,29.0,29.0,18.0,111183.0,2380.0,0,3,https://kickbase.b-cdn.net/content/file/04966a0af0e2477db734c91fdd98d4e1.png,10.0,2,182.0,,"[{""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 6}, {""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": true, ""points"": 4}, {""hasPlayed"": true, ""points"": -13}]",4,Malik Tillman,-297731.0,30000000
3754,7,Lucas,Vázquez,2814475.0,69.0,12.0,12.0,6.0,33531.0,824.0,0,2,https://kickbase.b-cdn.net/content/file/1636c5905fe44210aa3526352673cb13.png,21.0,2,292.0,,"[{""hasPlayed"": true, ""points"": 31}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 49}]",4,Lucas Vázquez,-69036.0,1500000
3759,7,Miguel,Gutiérrez,19329747.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/86a6415d0ab240d780a37de359f3d327.png,3.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Miguel Gutiérrez,203042.0,22000000
4199,7,Aleix,García,38094668.0,142.0,33.0,33.0,31.0,175200.0,4684.0,0,3,https://kickbase.b-cdn.net/content/file/3de0ab19c54f4523a5bf21f686259db0.png,24.0,1,122.0,,"[{""hasPlayed"": true, ""points"": 229}, {""hasPlayed"": true, ""points"": 121}, {""hasPlayed"": true, ""points"": 214}, {""hasPlayed"": true, ""points"": 93}, {""hasPlayed"": true, ""points"": 181}]",1,Aleix García,114866.0,20000000
4318,7,Tim,Oermann,5542639.0,2.0,2.0,2.0,0.0,1774.0,3.0,0,2,https://kickbase.b-cdn.net/content/file/b9857e88faaf4de1a3450f6301c5448e.png,15.0,1,0.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Tim Oermann,241389.0,4000000
4563,7,Loïc,Badé,13463364.0,95.0,23.0,23.0,19.0,110581.0,2192.0,0,2,https://kickbase.b-cdn.net/content/file/80f11505e8d445ae827aefe485b1c4c7.png,5.0,2,162.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 121}]",3,Loïc Badé,-314685.0,20000000
6061,7,Ibrahim,Maza,29315691.0,98.0,28.0,28.0,20.0,121679.0,2743.0,0,3,https://kickbase.b-cdn.net/content/file/7ff9728d20544b96a1fe698af86f9f2f.png,30.0,1,93.0,,"[{""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 34}, {""hasPlayed"": true, ""points"": 182}, {""hasPlayed"": true, ""points"": 40}, {""hasPlayed"": true, ""points"": 79}]",1,Ibrahim Maza,83976.0,45000000
6174,7,,Arthur,4361008.0,64.0,20.0,20.0,13.0,75109.0,1284.0,2,2,https://kickbase.b-cdn.net/content/file/4b043678aef04d80b37dc5474cba9cb1.png,13.0,2,294.0,,"[{""hasPlayed"": true, ""points"": 36}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": false, ""points"": null}]",4,Arthur,-113501.0,8000000
6745,7,Victor,Boniface,4298526.0,43.0,11.0,11.0,2.0,23116.0,468.0,0,4,https://kickbase.b-cdn.net/content/file/f5f3d11be23443cb9e4c8c472288e093.png,22.0,2,108.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Victor Boniface,-44497.0,5000000
7269,7,Nathan,Tella,7213880.0,68.0,17.0,17.0,10.0,56629.0,1149.0,0,3,https://kickbase.b-cdn.net/content/file/e0df07546d38465080767efd17a0898e.png,23.0,2,159.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 277}, {""hasPlayed"": true, ""points"": 153}, {""hasPlayed"": true, ""points"": 83}]",3,Nathan Tella,-238111.0,15000000
7963,7,Jarell,Quansah,22040663.0,102.0,28.0,28.0,25.0,152471.0,2867.0,0,2,https://kickbase.b-cdn.net/content/file/28464ad9ca424fa199f3f674422285de.png,4.0,1,130.0,,"[{""hasPlayed"": true, ""points"": 223}, {""hasPlayed"": true, ""points"": 35}, {""hasPlayed"": true, ""points"": 85}, {""hasPlayed"": true, ""points"": 72}, {""hasPlayed"": true, ""points"": 74}]",2,Jarell Quansah,125618.0,45000000
8225,7,Jeanuël,Belocian,4119439.0,54.0,22.0,22.0,17.0,102511.0,1194.0,0,2,https://kickbase.b-cdn.net/content/file/274858f664db446a9e3a944511815446.png,44.0,2,289.0,,"[{""hasPlayed"": true, ""points"": 110}, {""hasPlayed"": true, ""points"": 64}, {""hasPlayed"": true, ""points"": 70}, {""hasPlayed"": true, ""points"": 78}, {""hasPlayed"": true, ""points"": 89}]",5,Jeanuël Belocian,-120023.0,12000000
8374,7,Martin,Terrier,2669724.0,54.0,18.0,18.0,7.0,45086.0,963.0,0,4,https://kickbase.b-cdn.net/content/file/039e1528fe214c32ad0653b911ea944e.png,11.0,2,360.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Martin Terrier,-108520.0,8000000
11181,7,Axel,Tape,3558740.0,20.0,6.0,6.0,2.0,15970.0,121.0,0,2,https://kickbase.b-cdn.net/content/file/b929e93687354267b939b60b82bcbbfb.png,16.0,2,34.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Axel Tape,-146367.0,8000000
11513,7,Christian,Kofane,11253407.0,58.0,29.0,29.0,12.0,85285.0,1677.0,0,4,https://kickbase.b-cdn.net/content/file/ce8356c51b154a87a40a56f723f2e3e3.png,35.0,2,149.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 76}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 16}]",3,Christian Kofane,-97827.0,40000000
11680,7,Kennet,Eichhorn,5930767.0,,,,,,,1,3,https://kickbase.b-cdn.net/content/file/ceafc42e35aa446595952bcbdf873954.png,18.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Kennet Eichhorn,-352585.0,20000000
11756,7,Montrell,Culbreath,4340206.0,61.0,12.0,12.0,9.0,48534.0,737.0,1,3,https://kickbase.b-cdn.net/content/file/43c4c26e99f3442ab58db3d049e5f1ae.png,42.0,2,169.0,,"[{""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 11}, {""hasPlayed"": true, ""points"": 114}, {""hasPlayed"": true, ""points"": 81}, {""hasPlayed"": true, ""points"": -19}]",5,Montrell Culbreath,-133498.0,15000000
11867,7,Ernest,Poku,7668920.0,72.0,29.0,29.0,16.0,97546.0,2099.0,0,3,https://kickbase.b-cdn.net/content/file/6c2995fc9a5b4c929660e1c336abf1c0.png,19.0,2,273.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -14}, {""hasPlayed"": true, ""points"": 21}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Ernest Poku,-159202.0,25000000
11956,7,Ezequiél,Fernández,5068347.0,58.0,20.0,20.0,12.0,67020.0,1168.0,0,3,https://kickbase.b-cdn.net/content/file/2c37f7daf46f4c9693ffa9ef33ff980b.png,6.0,1,230.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 22}, {""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": false, ""points"": null}]",3,Ezequiél Fernández,399517.0,20000000
11957,7,Eliesse,Ben Seghir,1740043.0,35.0,10.0,10.0,2.0,18106.0,354.0,1,3,https://kickbase.b-cdn.net/content/file/83c0ccd07e1e42d0ac339779564cd1f4.png,17.0,2,203.0,,"[{""hasPlayed"": true, ""points"": 48}, {""hasPlayed"": true, ""points"": -8}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": false, ""points"": null}]",5,Eliesse Ben Seghir,-126219.0,20000000
14241,7,Facundo,Medina,14342054.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/ebd2978dab6e4e97ad8a2d0ce529b0f4.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Facundo Medina,70081.0,18000000
14893,7,Aleksa,Damjanovic,6666185.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/3066194dcdd54389a1de081ced1de5ad.png,0.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Aleksa Damjanovic,-367745.0,0
15199,7,Afonso,Moreira,22425951.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/91b4b5c394a1464f98589ffa59af5aec.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Afonso Moreira,237665.0,20000000
417,28,Ron-Robert,Zieler,3047115.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/87bb56a22db74cfd99e639824b703f30.png,20.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Ron-Robert Zieler,-16401.0,500000
737,28,Luca,Waldschmidt,5423349.0,50.0,24.0,24.0,7.0,49454.0,1192.0,2,3,https://kickbase.b-cdn.net/content/file/c6c99717a5834cacbb3161877ca3f29f.png,7.0,1,219.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 46}, {""hasPlayed"": true, ""points"": 120}, {""hasPlayed"": true, ""points"": 116}, {""hasPlayed"": true, ""points"": 96}]",3,Luca Waldschmidt,249718.0,2000000
1580,28,Marvin,Schwäbe,14031257.0,96.0,34.0,34.0,34.0,205397.0,3249.0,0,1,https://kickbase.b-cdn.net/content/file/2708fddc28474a2299885f3eb69be6bc.png,1.0,1,231.0,,"[{""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": true, ""points"": 75}, {""hasPlayed"": true, ""points"": 3}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 130}]",1,Marvin Schwäbe,144536.0,3000000
