player_id,games_played,starts,total_points,total_playtime_seconds,snapshot_timestamp,source_snapshot_filename
2232,1.0,1.0,74.0,5731.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
2399,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
2476,1.0,1.0,80.0,4103.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
2646,1.0,1.0,49.0,4095.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
2702,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
2822,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
2895,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
3041,1.0,0.0,29.0,1322.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
3318,1.0,0.0,23.0,1628.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
3470,1.0,1.0,127.0,4408.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
4576,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
6111,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
8307,1.0,1.0,136.0,5731.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
10122,1.0,1.0,130.0,5731.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
11261,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
11665,1.0,0.0,28.0,907.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
13438,1.0,0.0,17.0,1636.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
17179,0.0,0.0,0.0,0.0,2026-08-31T09:17:15+00:00,kbstats_players_20260831_111715_+0200.csv
